@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
2165,'2018/02/22 16:19:53:210',10,0.665445,0.665445,0.665445,0.665445,0.665445,0.665445,0.665445,0.665445,1.021105,1.021105,1.021105,1.021105,1.021105,1.021105,1.021105,2.15073,2.15073,2.15073,2.15073,2.15073,2.890353,2.890353,2.890353,2.890353,3.121226,3.121226,3.121226,3.172034,3.172034,3.172034,3.686144,3.686144,4.573647,4.573647,5.025167,5.025167,4.449602,4.449602,2.839047,1.344787,1.344787,1.185979,1.691233,2.340666,1.975797,1.725386,2.812114,3.125722,2.566,2.163551,2.549523,3.453744,3.096126,2.006593,1.498714,1.424701,1.906071,1.621094,1.846894,4.162571,5.132971,11.563293,31.066845,39.345722,21.686806,7.430388,4.070896,6.520678,8.298931,6.266961,2.704693,4.73838,4.311249,1.347094,3.559251,3.633018,2.156202,2.19008,3.135433,1.089566,1.591017,6.742921,5.146248,1.072676,1.88457,1.658719,0.612199,1.161883,1.521505,0.676772,4.865191,0.833447,1.904245,0.77921,1.352926,0.766303,3.008212,1.447218,1.021175,1.240656,2.065926,1.401832,1.148053,1.017965,2
2166,'2018/02/22 16:19:53:226',10,1.510759,1.510759,1.510759,1.510759,1.510759,1.510759,1.510759,1.510759,1.960901,1.960901,1.960901,1.960901,1.960901,1.960901,1.960901,2.411668,2.411668,2.411668,2.411668,2.411668,3.413338,3.413338,3.413338,3.413338,4.256391,4.256391,4.256391,4.184058,4.184058,4.184058,3.11868,3.11868,1.547238,1.547238,0.206533,0.206533,1.059194,1.059194,2.23151,3.431203,3.431203,4.479813,5.383759,6.100184,6.335619,5.807773,4.476774,2.801106,1.948807,1.439924,0.631526,1.923274,2.37935,1.706544,1.120628,2.117883,2.991247,3.150213,1.41937,3.964498,7.254952,13.631757,31.579018,38.788445,21.40468,7.149399,7.247984,9.8304,6.9436,4.802244,2.720428,2.128311,3.752275,2.706515,3.511459,5.421306,2.805349,2.942608,2.547193,1.648494,2.272923,8.403648,4.666708,1.000555,1.910506,1.43657,0.934667,1.384914,1.63425,1.06713,5.426424,0.861659,1.975179,0.996769,1.577307,0.994165,3.394402,1.720966,1.065464,1.453717,2.428889,1.59152,1.250252,1.240927,2
2167,'2018/02/22 16:19:53:243',10,1.614781,1.614781,1.614781,1.614781,1.614781,1.614781,1.614781,1.614781,2.541462,2.541462,2.541462,2.541462,2.541462,2.541462,2.541462,2.836035,2.836035,2.836035,2.836035,2.836035,2.325473,2.325473,2.325473,2.325473,1.83637,1.83637,1.83637,2.521639,2.521639,2.521639,2.946632,2.946632,2.974915,2.974915,3.731002,3.731002,4.675929,4.675929,4.643253,3.428572,3.428572,2.318843,3.423617,4.321875,4.227972,3.229328,1.684272,0.351388,0.609767,0.467246,0.790217,2.18595,1.862229,1.66547,2.055486,1.527433,2.039095,0.87033,1.472292,5.581096,5.397139,11.053029,31.824047,38.186737,20.326868,6.899166,6.841108,6.110715,6.765474,4.926439,4.489038,4.442389,2.273245,2.555153,4.297896,5.763688,5.504262,3.025656,2.458664,1.656366,0.64744,7.500047,5.068237,0.943677,2.239974,1.769537,0.841931,1.631498,1.704928,0.825228,5.124712,0.889948,2.048408,0.963178,1.662441,0.904884,3.251467,1.712745,1.024145,1.489854,2.271567,1.630953,1.221427,1.212591,2
2168,'2018/02/22 16:19:53:259',10,10.453518,10.453518,10.453518,10.453518,10.453518,10.453518,10.453518,10.453518,14.338175,14.338175,14.338175,14.338175,14.338175,14.338175,14.338175,15.275387,15.275387,15.275387,15.275387,15.275387,13.802118,13.802118,13.802118,13.802118,10.044997,10.044997,10.044997,5.282104,5.282104,5.282104,3.647629,3.647629,4.529038,4.529038,5.611398,5.611398,5.509985,5.509985,3.824974,1.119554,1.119554,0.932072,1.247646,1.532166,2.06052,2.372882,2.608788,2.758587,2.647372,2.313491,2.147604,2.721904,2.752742,2.247523,1.494836,1.00628,1.395648,3.635882,2.230976,3.53485,3.464892,13.53896,34.472523,40.23465,22.228399,9.19031,4.260039,3.957579,6.917215,6.807458,4.712631,6.2825,4.298896,2.659308,2.56041,2.806086,1.605652,2.120206,1.937221,2.165471,1.954864,9.050469,5.087589,1.164543,2.253216,2.332943,1.078755,1.350708,1.817801,1.218997,6.053682,0.924059,2.43926,1.274429,1.720445,1.136386,3.879668,2.012601,1.320309,1.606524,2.841842,1.859326,1.491459,1.412025,2
2169,'2018/02/22 16:19:53:275',10,5.973948,5.973948,5.973948,5.973948,5.973948,5.973948,5.973948,5.973948,11.629905,11.629905,11.629905,11.629905,11.629905,11.629905,11.629905,12.730854,12.730854,12.730854,12.730854,12.730854,11.796741,11.796741,11.796741,11.796741,9.003118,9.003118,9.003118,5.676753,5.676753,5.676753,5.280142,5.280142,5.086225,5.086225,3.369116,3.369116,1.506585,1.506585,3.296012,4.768385,4.768385,5.524754,5.715524,5.595538,5.615281,5.974424,6.240358,5.893334,4.779635,3.223974,2.060606,1.66884,1.340242,0.739141,1.901282,1.568094,1.823167,0.657262,4.037796,2.593345,4.765236,12.826571,32.711067,39.56546,20.299128,6.314154,7.356635,9.921903,4.302395,7.488493,2.970119,3.369591,3.887104,1.777768,2.228336,4.966044,4.048009,2.015908,1.364157,0.869547,1.329425,8.494686,4.645812,0.685351,2.3468,1.957477,0.832762,1.662149,1.779642,0.888892,5.75621,0.658847,2.353296,1.058407,1.813774,0.98154,3.660784,1.749095,1.197973,1.624794,2.554538,1.74428,1.373575,1.369453,2
2170,'2018/02/22 16:19:53:292',10,1.302704,1.302704,1.302704,1.302704,1.302704,1.302704,1.302704,1.302704,3.607269,3.607269,3.607269,3.607269,3.607269,3.607269,3.607269,4.221173,4.221173,4.221173,4.221173,4.221173,3.696213,3.696213,3.696213,3.696213,2.388531,2.388531,2.388531,2.14941,2.14941,2.14941,2.790623,2.790623,2.947533,2.947533,2.979413,2.979413,3.103055,3.103055,3.177974,3.261845,3.261845,3.317455,3.281556,3.580233,4.239378,4.638731,4.605255,4.454208,4.285679,3.846231,3.371536,3.016836,1.567392,1.5252,2.066269,1.81123,0.600703,1.119019,0.823534,2.028318,5.065054,11.637645,31.40448,38.985394,23.031891,7.580222,5.209072,7.976731,9.066621,5.911638,5.061921,5.480559,3.227075,2.769228,3.803926,2.645955,1.95256,2.082489,2.7372,2.568572,1.69696,7.669097,4.790215,0.811165,1.896358,1.834447,0.92533,1.153404,1.696798,1.127173,5.392108,0.802733,2.002792,1.043887,1.480679,1.076871,3.39672,1.665106,1.114566,1.41971,2.448758,1.576494,1.29127,1.22662,2
2171,'2018/02/22 16:19:53:309',10,1.970668,1.970668,1.970668,1.970668,1.970668,1.970668,1.970668,1.970668,3.095479,3.095479,3.095479,3.095479,3.095479,3.095479,3.095479,3.969001,3.969001,3.969001,3.969001,3.969001,4.372668,4.372668,4.372668,4.372668,4.140574,4.140574,4.140574,3.224596,3.224596,3.224596,1.81573,1.81573,1.344327,1.344327,2.095188,2.095188,2.453552,2.453552,2.693641,2.767574,2.767574,2.274279,1.435207,1.068558,1.673047,2.671776,3.547274,3.980774,3.764242,3.000477,2.497371,2.752582,1.770022,1.192893,1.345165,1.321133,0.662834,1.114625,1.963167,2.398304,6.279103,9.046871,31.835648,39.520454,23.953669,8.374574,4.157794,10.476543,10.792252,3.222613,1.983356,5.529874,3.123777,2.704874,2.394218,2.434793,0.896303,0.672598,1.491503,1.087242,1.399536,8.90187,5.52454,1.153196,2.224532,1.993221,0.866154,1.383166,1.761699,0.958608,5.887004,1.323747,2.345997,1.120833,1.672031,1.058642,3.74709,2.095666,1.208792,1.588593,2.6227,2.015499,1.400493,1.342308,2
2172,'2018/02/22 16:19:53:327',10,1.683474,1.683474,1.683474,1.683474,1.683474,1.683474,1.683474,1.683474,2.025767,2.025767,2.025767,2.025767,2.025767,2.025767,2.025767,2.210819,2.210819,2.210819,2.210819,2.210819,2.137287,2.137287,2.137287,2.137287,2.300621,2.300621,2.300621,3.157537,3.157537,3.157537,4.191482,4.191482,4.723533,4.723533,4.500287,4.500287,4.169396,4.169396,4.276951,3.696867,3.696867,1.568318,2.427867,4.389312,5.158225,5.661543,6.18379,6.152679,5.332712,4.069407,3.019404,2.289953,2.180754,2.454703,1.744044,1.041683,1.443674,1.63845,1.585007,2.716077,4.712072,13.810939,32.280212,39.844433,20.914335,7.628122,5.246978,7.130569,5.261459,6.741309,5.469428,3.998461,2.023959,1.69689,2.489754,2.55824,2.876798,1.781857,1.582703,1.875878,2.025614,8.886558,4.848201,0.837635,2.644349,2.140347,1.034344,1.422656,1.867503,1.076647,6.071518,0.925248,2.444633,1.211773,1.754416,1.130476,3.799426,1.947174,1.300211,1.640275,2.726837,1.888399,1.476851,1.425067,2
2173,'2018/02/22 16:19:53:342',10,1.870092,1.870092,1.870092,1.870092,1.870092,1.870092,1.870092,1.870092,2.8144,2.8144,2.8144,2.8144,2.8144,2.8144,2.8144,2.864769,2.864769,2.864769,2.864769,2.864769,2.085803,2.085803,2.085803,2.085803,1.42853,1.42853,1.42853,2.075334,2.075334,2.075334,2.658946,2.658946,3.218459,3.218459,3.724962,3.724962,3.49036,3.49036,2.465076,3.59871,3.59871,5.248468,5.568433,4.784087,3.78371,3.403061,3.628013,4.266191,4.749206,4.617661,3.922947,2.460522,1.206524,1.202664,1.583696,1.446336,1.876002,1.157522,1.808305,2.713495,4.249687,13.798294,28.43111,39.208832,22.779745,7.342168,3.767494,2.047743,3.281457,3.647207,3.089118,3.343843,4.982386,1.440087,1.661795,4.058695,3.064111,2.34638,1.536682,0.628521,0.935682,7.626442,4.964009,0.70878,1.658142,1.861695,0.697651,1.302102,1.750448,0.654578,5.49229,0.79505,2.018023,0.910429,1.519557,0.920714,3.408974,1.571515,1.144127,1.45884,2.275164,1.577631,1.290089,1.189485,2
2174,'2018/02/22 16:19:53:359',10,1.163894,1.163894,1.163894,1.163894,1.163894,1.163894,1.163894,1.163894,1.71223,1.71223,1.71223,1.71223,1.71223,1.71223,1.71223,1.621933,1.621933,1.621933,1.621933,1.621933,1.880276,1.880276,1.880276,1.880276,2.795361,2.795361,2.795361,2.997594,2.997594,2.997594,2.037472,2.037472,0.306104,0.306104,1.1435,1.1435,1.962885,1.962885,2.745803,3.295912,3.295912,3.616499,4.123073,4.543062,4.329057,3.293517,1.422587,1.301495,2.941917,3.677717,3.800195,2.889241,0.421005,1.154839,0.51289,1.919737,1.942551,1.086664,3.120036,6.107627,6.458404,15.906194,27.225447,39.947365,25.524824,5.964839,5.829302,8.715789,5.208347,6.117576,2.160653,4.051899,3.571154,1.850181,2.516258,5.270203,1.811205,1.498402,2.190554,1.026084,1.50133,7.855077,5.257868,0.970014,1.538456,1.931869,0.670263,1.400618,1.720451,0.632212,5.594745,0.687224,1.985353,0.783216,1.548029,0.877491,3.387671,1.437529,1.181603,1.458753,2.285579,1.374773,1.317098,1.16791,2
2175,'2018/02/22 16:19:53:376',10,0.901543,0.901543,0.901543,0.901543,0.901543,0.901543,0.901543,0.901543,0.623621,0.623621,0.623621,0.623621,0.623621,0.623621,0.623621,1.250698,1.250698,1.250698,1.250698,1.250698,1.554857,1.554857,1.554857,1.554857,1.42881,1.42881,1.42881,1.235056,1.235056,1.235056,1.310658,1.310658,1.298671,1.298671,1.144901,1.144901,2.872743,2.872743,4.567358,4.91607,4.91607,3.520648,0.482851,2.327683,3.048392,2.439558,1.921383,2.479449,2.48788,1.567077,1.489272,2.82473,3.396163,2.599772,1.488622,1.334435,1.088323,2.11011,2.362842,3.662947,5.455309,14.144757,29.443184,40.417461,23.944092,6.813686,8.943684,10.43618,9.628167,7.12009,3.944443,2.872619,5.223341,2.246891,2.043954,1.95359,2.049332,1.874621,2.902958,1.339792,1.33275,8.218697,5.77502,1.082652,1.891647,2.003268,0.825669,1.254977,1.948522,0.774322,5.855402,0.869176,2.206061,0.948486,1.61321,1.009569,3.643484,1.659088,1.259836,1.56408,2.444823,1.645478,1.394032,1.291444,2
2176,'2018/02/22 16:19:53:392',10,1.701607,1.701607,1.701607,1.701607,1.701607,1.701607,1.701607,1.701607,3.238027,3.238027,3.238027,3.238027,3.238027,3.238027,3.238027,4.293649,4.293649,4.293649,4.293649,4.293649,4.577914,4.577914,4.577914,4.577914,4.164066,4.164066,4.164066,3.376902,3.376902,3.376902,2.406883,2.406883,1.207114,1.207114,0.196088,0.196088,0.352359,0.352359,1.511373,2.658566,2.658566,3.015745,3.619577,4.781836,5.266529,5.075407,5.075737,5.427697,5.509507,5.13911,4.619429,3.918382,2.664147,1.13091,0.289349,1.296501,3.396921,4.105575,4.483846,2.625909,3.472602,13.759173,28.164419,40.478043,24.810211,9.390756,4.412165,7.640679,9.822941,6.708018,1.958319,7.165475,3.91157,3.650743,4.250125,4.177469,2.362206,1.655956,1.933246,1.034621,1.01127,8.514498,5.898879,1.140357,2.179656,2.346165,0.944994,1.520024,1.876524,0.773112,6.110702,0.782563,2.427272,0.996492,1.685889,1.005506,3.766461,1.682515,1.318976,1.606742,2.557812,1.662281,1.45276,1.309731,2
2177,'2018/02/22 16:19:53:409',10,1.25451,1.25451,1.25451,1.25451,1.25451,1.25451,1.25451,1.25451,1.86689,1.86689,1.86689,1.86689,1.86689,1.86689,1.86689,2.010871,2.010871,2.010871,2.010871,2.010871,2.485785,2.485785,2.485785,2.485785,3.223269,3.223269,3.223269,3.44428,3.44428,3.44428,3.032824,3.032824,2.918435,2.918435,3.517133,3.517133,3.926544,3.926544,3.919472,3.60317,3.60317,2.936889,2.156775,2.051526,2.135909,1.736752,1.556877,2.624596,3.340979,3.014887,2.203997,1.942531,1.5679,0.839409,0.580174,1.903098,2.490456,3.02919,4.702685,2.62398,5.534555,11.995014,30.854546,40.765667,25.431673,7.943336,6.021428,6.885206,5.052333,3.100368,5.23692,6.56543,3.970043,2.483297,3.451464,2.12294,3.752343,3.590675,1.855465,1.45219,1.703132,9.127078,7.117952,1.15793,2.493448,2.193538,1.242252,1.57075,2.174162,1.180783,6.523501,1.231506,2.584675,1.334185,1.893645,1.329138,4.137865,2.143204,1.446005,1.825418,2.910342,2.140233,1.636046,1.57661,2
2178,'2018/02/22 16:19:53:426',10,1.727478,1.727478,1.727478,1.727478,1.727478,1.727478,1.727478,1.727478,1.518802,1.518802,1.518802,1.518802,1.518802,1.518802,1.518802,1.540396,1.540396,1.540396,1.540396,1.540396,2.253079,2.253079,2.253079,2.253079,2.966783,2.966783,2.966783,3.081054,3.081054,3.081054,2.574496,2.574496,1.759824,1.759824,1.313253,1.313253,1.489552,1.489552,1.377394,1.494529,1.494529,2.190755,2.632582,2.9702,3.598465,4.030818,3.831334,3.216243,2.511522,1.763674,1.28941,2.089313,2.752163,2.313531,2.009186,0.96883,0.870759,3.792259,2.816456,2.078534,4.645876,9.183289,29.84705,40.4062,26.336214,8.668298,5.728655,9.061438,11.02811,5.916105,2.538291,5.382128,3.774269,2.782137,2.723219,3.010864,1.882029,2.107042,1.847145,0.950268,1.663111,9.085903,6.795822,1.732326,2.627901,2.193761,1.187372,1.522535,2.088463,1.042544,6.458254,1.452202,2.634894,1.274045,1.821618,1.24078,4.13709,2.242944,1.404054,1.761871,2.865743,2.213514,1.605963,1.493511,2
2179,'2018/02/22 16:19:53:442',10,2.349948,2.349948,2.349948,2.349948,2.349948,2.349948,2.349948,2.349948,3.131334,3.131334,3.131334,3.131334,3.131334,3.131334,3.131334,3.678257,3.678257,3.678257,3.678257,3.678257,3.784617,3.784617,3.784617,3.784617,3.63466,3.63466,3.63466,3.69209,3.69209,3.69209,4.045202,4.045202,4.41797,4.41797,4.557525,4.557525,4.259904,4.259904,3.311641,1.78925,1.78925,1.407208,1.64101,1.545996,2.906392,3.710761,3.159531,1.808336,1.665547,1.639261,1.5613,2.720454,3.289366,3.370888,3.056751,1.932212,1.69368,1.938961,1.9377,2.242015,4.002548,13.472386,28.192146,40.323219,26.12208,7.441977,5.385905,5.906286,3.91389,5.320944,3.754101,2.547295,3.540345,1.860328,1.375483,2.354458,1.310861,2.922774,3.156518,1.082389,1.19613,8.045175,6.325,1.144775,2.035239,2.10809,0.924298,1.2708,1.958375,0.952878,5.980421,1.076443,2.312154,1.060333,1.66181,1.060616,3.737823,1.789849,1.344501,1.565677,2.633379,1.745185,1.487823,1.334205,2
2180,'2018/02/22 16:19:53:459',10,1.380609,1.380609,1.380609,1.380609,1.380609,1.380609,1.380609,1.380609,2.607089,2.607089,2.607089,2.607089,2.607089,2.607089,2.607089,3.392765,3.392765,3.392765,3.392765,3.392765,3.259358,3.259358,3.259358,3.259358,2.209689,2.209689,2.209689,1.967224,1.967224,1.967224,3.042443,3.042443,3.523755,3.523755,3.360597,3.360597,2.946426,2.946426,2.620746,2.115327,2.115327,0.82385,2.718879,4.641933,5.21286,4.457345,2.639521,0.536545,1.821475,2.713581,3.285714,3.69379,3.173946,2.05306,1.891329,1.66059,1.048749,1.403131,3.185083,3.836054,3.87976,15.059746,27.245979,40.855968,24.891808,10.610864,4.775119,8.74262,7.967746,4.22244,4.19291,3.374087,2.284645,3.22824,3.053811,2.162721,2.138956,2.57166,3.281305,1.376425,1.160626,7.793993,6.552528,1.09773,2.163511,1.871169,1.074116,1.303363,1.957344,0.864299,5.816794,1.088157,2.229614,1.026523,1.641343,1.096378,3.585189,1.739573,1.360528,1.571715,2.512442,1.714898,1.488202,1.348501,2
2181,'2018/02/22 16:19:53:476',10,0.92025,0.92025,0.92025,0.92025,0.92025,0.92025,0.92025,0.92025,0.415272,0.415272,0.415272,0.415272,0.415272,0.415272,0.415272,1.170237,1.170237,1.170237,1.170237,1.170237,2.255776,2.255776,2.255776,2.255776,2.829879,2.829879,2.829879,2.427445,2.427445,2.427445,1.31332,1.31332,1.791296,1.791296,3.312257,3.312257,4.371008,4.371008,4.489205,3.319733,3.319733,1.42402,3.045319,4.407913,4.740586,4.458886,3.958758,3.473121,3.034872,2.577696,2.247245,2.238249,2.063113,2.44826,2.545166,1.323778,1.071083,1.607462,2.694351,3.452711,4.640403,12.716354,30.221354,41.458832,28.393167,6.65972,5.16004,3.207428,6.483154,8.059343,3.780751,4.192768,4.169493,3.806887,5.281898,4.718275,2.697469,2.588092,2.690105,1.254154,1.272497,9.493009,6.471529,1.030756,2.688272,2.422294,1.378885,1.743829,2.281538,1.092355,6.818998,1.161023,2.766198,1.363737,1.999994,1.350036,4.420618,2.185891,1.572396,1.931813,3.002235,2.186493,1.74304,1.64267,2
2182,'2018/02/22 16:19:53:493',10,2.658985,2.658985,2.658985,2.658985,2.658985,2.658985,2.658985,2.658985,3.213323,3.213323,3.213323,3.213323,3.213323,3.213323,3.213323,3.909176,3.909176,3.909176,3.909176,3.909176,4.181311,4.181311,4.181311,4.181311,3.592059,3.592059,3.592059,2.781097,2.781097,2.781097,3.826405,3.826405,4.99539,4.99539,4.966755,4.966755,3.847757,3.847757,3.008098,3.164093,3.164093,2.985691,3.408216,4.050683,3.332033,1.031081,1.5405,2.509408,2.381112,1.582294,0.819895,1.903598,3.597634,3.040977,1.782791,1.563271,2.049101,1.288733,2.250295,1.992507,5.150943,9.388154,31.543358,41.445614,26.001677,8.357246,4.192299,9.332848,5.79469,4.341884,2.752341,4.503451,2.261599,1.351043,1.497897,1.566067,1.360159,2.027378,1.671073,0.750261,2.293745,10.318102,6.58502,2.027657,2.737395,2.535969,1.120251,1.626375,2.197435,1.163491,7.077626,1.301783,2.852811,1.381659,2.018569,1.306097,4.476465,2.349,1.553062,1.928122,3.183703,2.272568,1.770758,1.639485,2
2183,'2018/02/22 16:19:53:509',10,2.136397,2.136397,2.136397,2.136397,2.136397,2.136397,2.136397,2.136397,2.050057,2.050057,2.050057,2.050057,2.050057,2.050057,2.050057,1.890189,1.890189,1.890189,1.890189,1.890189,2.492591,2.492591,2.492591,2.492591,2.454405,2.454405,2.454405,0.874616,0.874616,0.874616,2.465961,2.465961,4.23272,4.23272,4.61779,4.61779,3.953866,3.953866,2.983976,2.620271,2.620271,3.188959,4.051992,4.435696,4.036262,2.941585,1.926446,1.990539,2.015832,1.765371,1.62257,1.682605,2.380397,3.357656,2.848404,1.479233,1.590483,2.053828,1.309268,2.03762,2.762955,14.80032,30.331993,41.478779,23.951868,9.034252,3.542324,5.858171,9.754172,4.596547,4.005056,3.854608,3.743237,1.795006,1.996391,4.590313,2.419865,1.54356,1.967988,1.485944,0.769756,8.894931,6.315454,1.449265,2.040052,2.173123,1.177792,1.333246,1.984132,1.108824,6.353225,1.102336,2.47262,1.186798,1.759614,1.190052,3.962268,1.914783,1.457081,1.683324,2.864122,1.85301,1.617038,1.460765,2
2184,'2018/02/22 16:19:53:526',10,2.136397,2.136397,2.136397,2.136397,2.136397,2.136397,2.136397,2.136397,2.050057,2.050057,2.050057,2.050057,2.050057,2.050057,2.050057,1.890189,1.890189,1.890189,1.890189,1.890189,2.492591,2.492591,2.492591,2.492591,2.454405,2.454405,2.454405,0.874616,0.874616,0.874616,2.465961,2.465961,4.23272,4.23272,4.61779,4.61779,3.953866,3.953866,2.983976,2.620271,2.620271,3.188959,4.051992,4.435696,4.036262,2.941585,1.926446,1.990539,2.015832,1.765371,1.62257,1.682605,2.380397,3.357656,2.848404,1.479233,1.590483,2.053828,1.309268,2.03762,2.762955,14.80032,30.331993,41.478779,23.951868,9.034252,3.542324,5.858171,9.754172,4.596547,4.005056,3.854608,3.743237,1.795006,1.996391,4.590313,2.419865,1.54356,1.967988,1.485944,0.769756,8.894931,6.315454,1.449265,2.040052,2.173123,1.177792,1.333246,1.984132,1.108824,6.353225,1.102336,2.47262,1.186798,1.759614,1.190052,3.962268,1.914783,1.457081,1.683324,2.864122,1.85301,1.617038,1.460765,2
2185,'2018/02/22 16:19:53:542',10,1.255675,1.255675,1.255675,1.255675,1.255675,1.255675,1.255675,1.255675,1.82742,1.82742,1.82742,1.82742,1.82742,1.82742,1.82742,2.042937,2.042937,2.042937,2.042937,2.042937,1.802281,1.802281,1.802281,1.802281,2.227498,2.227498,2.227498,3.552869,3.552869,3.552869,4.771922,4.771922,5.367452,5.367452,5.341076,5.341076,5.057535,5.057535,4.686608,3.972517,3.972517,2.960562,2.937224,3.703506,3.766623,3.033952,2.862206,3.819814,4.231642,3.758206,3.031686,2.637413,1.925842,0.843346,0.806248,1.262942,2.158102,2.63575,4.429007,3.927914,4.545392,17.227339,27.920872,41.2187,26.276033,6.890523,3.196096,5.398622,2.588215,5.669235,5.457233,2.095435,3.509218,1.897071,3.911783,4.775034,2.186109,3.043493,3.205365,1.117517,1.728795,8.206986,5.937013,0.884838,1.902694,2.045065,0.927291,1.480751,2.054978,0.866839,6.002474,0.820555,2.28869,1.010302,1.735064,1.11073,3.735806,1.679134,1.367448,1.655423,2.561205,1.65012,1.5187,1.375432,2
2186,'2018/02/22 16:19:53:559',10,1.388459,1.388459,1.388459,1.388459,1.388459,1.388459,1.388459,1.388459,2.373406,2.373406,2.373406,2.373406,2.373406,2.373406,2.373406,2.784882,2.784882,2.784882,2.784882,2.784882,2.514084,2.514084,2.514084,2.514084,2.003105,2.003105,2.003105,1.766283,1.766283,1.766283,1.52829,1.52829,1.31817,1.31817,1.238362,1.238362,1.044594,1.044594,0.948147,1.011887,1.011887,0.375206,1.640539,3.042461,3.608991,3.991198,4.799101,5.23561,4.690804,3.451279,2.634896,3.034555,2.689667,1.818213,2.482194,2.277311,1.926809,1.243299,0.858246,3.424284,4.163193,14.244415,31.092697,41.212597,22.609179,8.167523,4.342133,5.866717,5.300203,4.027298,2.730067,6.590346,5.257999,2.877499,2.951192,2.929954,3.60346,4.656281,3.065834,1.491023,1.202361,8.656039,5.553755,1.526003,2.072436,2.27457,0.906639,1.614194,2.274698,0.735442,6.322538,1.178189,2.459489,1.127926,1.93282,1.07537,3.94351,1.985511,1.377564,1.815776,2.691644,1.941872,1.544334,1.482275,2
